season,competition_stage,competition,match_status,match_week,home_team,home_team_id,home_managers,away_team_id,away_team,away_managers,stadium_id,referee_id,is_youth,is_international,country_name,season_name,count(DISTINCT match_id)
2006/2007,Regular Season,La Liga,available,29,Real Zaragoza,395,"[{""id"":1602,""name"":""Victor Fernández Braulio"",""nickname"":""Víctor Fernández"",""dob"":""1960-11-28"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":4953,""name"":""Frank Rijkaard"",""nickname"":null,""dob"":""1962-09-30"",""country"":{""id"":160,""name"":""Netherlands""}}]",4457,1011,false,false,Spain,2006/2007,1
2021/2022,Regular Season,Indian Super league,available,12,Mumbai City,7287,"[{""id"":1000803,""name"":""Des Buckingham"",""nickname"":null,""dob"":""1985-02-07"",""country"":{""id"":68,""name"":""England""}}]",7284,Bengaluru,"[{""id"":1000615,""name"":""Marco Pezzaiuoli"",""nickname"":null,""dob"":""1968-11-16"",""country"":{""id"":85,""name"":""Germany""}}]",1000400,1004997,false,false,India,2021/2022,1
2015/2016,Regular Season,La Liga,available,34,Granada,1049,"[{""id"":1001017,""name"":""Ricardo Miguel Moreira da Costa"",""nickname"":""Ricardo Costa"",""dob"":""1981-05-16"",""country"":{""id"":183,""name"":""Portugal""}},{""id"":226,""name"":""José Manuel González López"",""nickname"":""José González"",""dob"":""1966-10-14"",""country"":{""id"":214,""name"":""Spain""}}]",221,Levante UD,"[{""id"":677,""name"":""Joan Francesc Ferrer Sicilia"",""nickname"":""Rubí"",""dob"":""1970-02-05"",""country"":{""id"":214,""name"":""Spain""}}]",4667,2575,false,false,Spain,2015/2016,1
2018,Group Stage,FIFA World Cup,available,1,Belgium,782,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",798,Panama,"[{""id"":654,""name"":""Hernán Darío Gómez Jaramillo"",""nickname"":""Hernán Darío Gómez"",""dob"":""1956-02-03"",""country"":{""id"":49,""name"":""Colombia""}}]",249,743,false,true,International,2018,1
2018,Group Stage,FIFA World Cup,available,2,Argentina,779,"[{""id"":637,""name"":""Jorge Luis Sampaoli Moya"",""nickname"":""Jorge Sampaoli"",""dob"":""1960-03-13"",""country"":{""id"":11,""name"":""Argentina""}}]",785,Croatia,"[{""id"":307,""name"":""Zlatko Dalić"",""nickname"":null,""dob"":""1966-10-26"",""country"":{""id"":56,""name"":""Croatia""}}]",4263,735,false,true,International,2018,1
2021/2022,Regular Season,Indian Super league,available,6,Mumbai City,7287,"[{""id"":1000803,""name"":""Des Buckingham"",""nickname"":null,""dob"":""1985-02-07"",""country"":{""id"":68,""name"":""England""}}]",7290,Chennaiyin,"[{""id"":1000842,""name"":""Božidar Bandović"",""nickname"":null,""dob"":""1969-08-30"",""country"":{""id"":203,""name"":""Serbia""}}]",1000400,2459,false,false,India,2021/2022,1
2015/2016,Regular Season,Premier League,available,15,Southampton,25,"[{""id"":676,""name"":""Ronald Koeman"",""nickname"":null,""dob"":""1963-03-21"",""country"":{""id"":160,""name"":""Netherlands""}}]",59,Aston Villa,"[{""id"":92,""name"":""Rémi Garde"",""nickname"":null,""dob"":""1966-04-03"",""country"":{""id"":78,""name"":""France""}}]",4591,8,false,false,England,2015/2016,1
2018/2019,Regular Season,La Liga,available,38,Eibar,322,"[{""id"":221,""name"":""José Luis Mendilibar Etxebarria"",""nickname"":""José Luis Mendilibar"",""dob"":""1961-03-14"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",347,,false,false,Spain,2018/2019,1
2007/2008,Regular Season,La Liga,available,23,Sevilla,213,"[{""id"":1621,""name"":""Manuel Enrique Jiménez Jiménez"",""nickname"":""Manolo Jiménez"",""dob"":""1964-01-26"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":4953,""name"":""Frank Rijkaard"",""nickname"":null,""dob"":""1962-09-30"",""country"":{""id"":160,""name"":""Netherlands""}}]",349,1003,false,false,Spain,2007/2008,1
2015/2016,Regular Season,Serie A,available,14,Chievo,231,"[{""id"":114,""name"":""Rolando Maran"",""nickname"":null,""dob"":""1963-07-14"",""country"":{""id"":112,""name"":""Italy""}}]",230,Udinese,"[{""id"":1000693,""name"":""Stefano Colantuono"",""nickname"":null,""dob"":""1962-10-23"",""country"":{""id"":112,""name"":""Italy""}}]",4488,1008197,false,false,Italy,2015/2016,1
2021/2022,Regular Season,Indian Super league,available,3,Bengaluru,7284,"[{""id"":1000615,""name"":""Marco Pezzaiuoli"",""nickname"":null,""dob"":""1968-11-16"",""country"":{""id"":85,""name"":""Germany""}}]",7283,Kerala Blasters,"[{""id"":1000614,""name"":""Ivan Vukomanović"",""nickname"":null,""dob"":""1977-06-19"",""country"":{""id"":203,""name"":""Serbia""}}]",5810,2479,false,false,India,2021/2022,1
2015/2016,Regular Season,Serie A,available,25,Lazio,236,"[{""id"":436,""name"":""Stefano Pioli"",""nickname"":null,""dob"":""1965-10-20"",""country"":{""id"":112,""name"":""Italy""}}]",226,Hellas Verona,"[{""id"":664,""name"":""Luigi Delneri"",""nickname"":null,""dob"":""1950-08-23"",""country"":{""id"":112,""name"":""Italy""}}]",381,1008197,false,false,Italy,2015/2016,1
2015/2016,Regular Season,Serie A,available,38,Juventus,224,"[{""id"":181,""name"":""Massimiliano Allegri"",""nickname"":null,""dob"":""1967-08-11"",""country"":{""id"":112,""name"":""Italy""}}]",234,Sampdoria,"[{""id"":232,""name"":""Vincenzo Montella"",""nickname"":null,""dob"":""1974-06-18"",""country"":{""id"":112,""name"":""Italy""}}]",391,256,false,false,Italy,2015/2016,1
2022/2023,Regular Season,Ligue 1,available,7,Paris Saint-Germain,131,"[{""id"":281,""name"":""Christophe Galtier"",""nickname"":null,""dob"":""1966-08-23"",""country"":{""id"":78,""name"":""France""}}]",153,Stade Brestois,"[{""id"":438,""name"":""Michel Der Zakarian"",""nickname"":null,""dob"":""1963-02-18"",""country"":{""id"":12,""name"":""Armenia""}}]",154,326,false,false,France,2022/2023,1
2015/2016,Regular Season,1. Bundesliga,available,2,FC Köln,186,"[{""id"":43,""name"":""Peter Stöger"",""nickname"":null,""dob"":""1966-04-11"",""country"":{""id"":15,""name"":""Austria""}}]",179,Wolfsburg,"[{""id"":411,""name"":""Dieter Hecking"",""nickname"":null,""dob"":""1964-09-12"",""country"":{""id"":85,""name"":""Germany""}}]",363,1008759,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Premier League,available,21,Manchester City,36,"[{""id"":733,""name"":""Manuel Luis Pellegrini Ripamonti"",""nickname"":""Manuel Pellegrini"",""dob"":""1953-09-16"",""country"":{""id"":45,""name"":""Chile""}}]",29,Everton,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",4715,13,false,false,England,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,6,Caen,140,"[{""id"":439,""name"":""Patrice Garande"",""nickname"":null,""dob"":""1960-11-27"",""country"":{""id"":78,""name"":""France""}}]",139,Montpellier,"[{""id"":1001260,""name"":""Rolland Courbis"",""nickname"":null,""dob"":""1953-08-12"",""country"":{""id"":78,""name"":""France""}}]",4827,87,false,false,France,2015/2016,1
2015/2016,Regular Season,Premier League,available,23,Crystal Palace,31,"[{""id"":382,""name"":""Alan Pardew"",""nickname"":null,""dob"":""1961-07-18"",""country"":{""id"":68,""name"":""England""}}]",38,Tottenham Hotspur,"[{""id"":81,""name"":""Mauricio Roberto Pochettino Trossero"",""nickname"":""Mauricio Pochettino"",""dob"":""1972-03-02"",""country"":{""id"":11,""name"":""Argentina""}}]",37,4,false,false,England,2015/2016,1
2024,Group Stage,UEFA Euro,available,3,Switzerland,773,"[{""id"":2832,""name"":""Murat Yakin"",""nickname"":null,""dob"":""1974-09-15"",""country"":{""id"":221,""name"":""Switzerland""}}]",770,Germany,"[{""id"":445,""name"":""Julian Nagelsmann"",""nickname"":null,""dob"":""1987-07-23"",""country"":{""id"":85,""name"":""Germany""}}]",116458,269,false,true,Europe,2024,1
2015/2016,Regular Season,1. Bundesliga,available,25,Wolfsburg,179,"[{""id"":411,""name"":""Dieter Hecking"",""nickname"":null,""dob"":""1964-09-12"",""country"":{""id"":85,""name"":""Germany""}}]",185,Borussia Mönchengladbach,"[{""id"":3650,""name"":""André Schubert"",""nickname"":null,""dob"":""1971-07-24"",""country"":{""id"":85,""name"":""Germany""}}]",4849,225,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,5,OGC Nice,136,"[{""id"":381,""name"":""Claude Puel"",""nickname"":null,""dob"":""1961-09-02"",""country"":{""id"":78,""name"":""France""}}]",142,Guingamp,"[{""id"":434,""name"":""Jocelyn Gourvennec"",""nickname"":null,""dob"":""1972-03-22"",""country"":{""id"":78,""name"":""France""}}]",162,97,false,false,France,2015/2016,1
2006/2007,Regular Season,La Liga,available,10,Barcelona,217,"[{""id"":4953,""name"":""Frank Rijkaard"",""nickname"":null,""dob"":""1962-09-30"",""country"":{""id"":160,""name"":""Netherlands""}}]",395,Real Zaragoza,"[{""id"":1602,""name"":""Victor Fernández Braulio"",""nickname"":""Víctor Fernández"",""dob"":""1960-11-28"",""country"":{""id"":214,""name"":""Spain""}}]",342,999,false,false,Spain,2006/2007,1
2018/2019,Regular Season,FA Women's Super League,available,2,Bristol City WFC,973,"[{""id"":143,""name"":""Tanya Oxtoby"",""nickname"":null,""dob"":""1982-06-15"",""country"":{""id"":14,""name"":""Australia""}}]",971,Chelsea FCW,"[{""id"":152,""name"":""Emma Hayes"",""nickname"":null,""dob"":""1976-10-18"",""country"":{""id"":68,""name"":""England""}}]",4055,893,false,false,England,2018/2019,1
2019,Round of 16,Women's World Cup,available,4,Spain Women's,863,"[{""id"":418,""name"":""Jorge Vilda"",""nickname"":null,""dob"":""1981-07-07"",""country"":{""id"":214,""name"":""Spain""}}]",1214,United States Women's,"[{""id"":2975,""name"":""Jillian Ellis"",""nickname"":null,""dob"":""1966-09-06"",""country"":{""id"":241,""name"":""United States of America""}}]",232,721,false,true,International,2019,1
2010/2011,Regular Season,La Liga,available,25,Mallorca,1043,"[{""id"":4991,""name"":""Michael Laudrup"",""nickname"":null,""dob"":""1964-06-15"",""country"":{""id"":61,""name"":""Denmark""}}]",217,Barcelona,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",4454,2535,false,false,Spain,2010/2011,1
2018,Group Stage,FIFA World Cup,available,1,Tunisia,777,"[{""id"":557,""name"":""Nabil Maâloul"",""nickname"":null,""dob"":""1962-07-25"",""country"":{""id"":232,""name"":""Tunisia""}}]",768,England,"[{""id"":277,""name"":""Gareth Southgate"",""nickname"":null,""dob"":""1970-09-03"",""country"":{""id"":68,""name"":""England""}}]",4257,175,false,true,International,2018,1
2015/2016,Regular Season,La Liga,available,29,Athletic Club,215,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",218,Real Betis,"[{""id"":5049,""name"":""Juan Merino Ruíz"",""nickname"":""Juan Merino"",""dob"":""1970-08-24"",""country"":{""id"":214,""name"":""Spain""}}]",345,2575,false,false,Spain,2015/2016,1
2015/2016,Regular Season,Serie A,available,20,Chievo,231,"[{""id"":114,""name"":""Rolando Maran"",""nickname"":null,""dob"":""1963-07-14"",""country"":{""id"":112,""name"":""Italy""}}]",290,Empoli,"[{""id"":605,""name"":""Marco Giampaolo"",""nickname"":null,""dob"":""1967-08-02"",""country"":{""id"":112,""name"":""Italy""}}]",4488,254,false,false,Italy,2015/2016,1
2015/2016,Regular Season,La Liga,available,29,Atlético Madrid,212,"[{""id"":230,""name"":""Diego Pablo Simeone"",""nickname"":""Diego Simeone"",""dob"":""1970-04-28"",""country"":{""id"":11,""name"":""Argentina""}}]",219,RC Deportivo La Coruña,"[{""id"":3157,""name"":""Víctor Sánchez del Amo"",""nickname"":""Víctor Sánchez"",""dob"":""1976-02-23"",""country"":{""id"":214,""name"":""Spain""}}]",625,2692,false,false,Spain,2015/2016,1
2015/2016,Regular Season,La Liga,available,14,RC Deportivo La Coruña,219,"[{""id"":3157,""name"":""Víctor Sánchez del Amo"",""nickname"":""Víctor Sánchez"",""dob"":""1976-02-23"",""country"":{""id"":214,""name"":""Spain""}}]",213,Sevilla,"[{""id"":21,""name"":""Unai Emery Etxegoien"",""nickname"":""Unai Emery"",""dob"":""1971-11-03"",""country"":{""id"":214,""name"":""Spain""}}]",4658,2602,false,false,Spain,2015/2016,1
2015/2016,Regular Season,1. Bundesliga,available,18,Ingolstadt,189,"[{""id"":44,""name"":""Ralph Hasenhüttl"",""nickname"":null,""dob"":""1967-08-09"",""country"":{""id"":15,""name"":""Austria""}}]",177,FSV Mainz 05,"[{""id"":186,""name"":""Martin Schmidt"",""nickname"":null,""dob"":""1967-04-12"",""country"":{""id"":221,""name"":""Switzerland""}}]",551,1008758,false,false,Germany,2015/2016,1
2016/2017,Regular Season,La Liga,available,37,Las Palmas,208,"[{""id"":238,""name"":""Enrique Setién Solar"",""nickname"":""Quique Setién"",""dob"":""1958-09-27"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",357,211,false,false,Spain,2016/2017,1
2020/2021,Regular Season,La Liga,available,24,Barcelona,217,"[{""id"":676,""name"":""Ronald Koeman"",""nickname"":null,""dob"":""1963-03-21"",""country"":{""id"":160,""name"":""Netherlands""}}]",552,Cádiz,"[{""id"":1598,""name"":""Álvaro Cervera Díaz"",""nickname"":""Álvaro Cervera"",""dob"":""1965-09-20"",""country"":{""id"":214,""name"":""Spain""}}]",342,2434,false,false,Spain,2020/2021,1
2024,Quarter-finals,Copa America,available,4,Venezuela,3563,"[{""id"":1001500,""name"":""Fernando Ariel Batista"",""nickname"":null,""dob"":""1970-08-20"",""country"":{""id"":11,""name"":""Argentina""}}]",1833,Canada,"[{""id"":165,""name"":""Jesse Marsch"",""nickname"":null,""dob"":""1973-11-08"",""country"":{""id"":241,""name"":""United States of America""}}]",94424,986,false,true,South America,2024,1
2015/2016,Regular Season,La Liga,available,24,Sporting Gijón,1041,"[{""id"":187,""name"":""Abelardo Fernández Antuña"",""nickname"":""Abelardo"",""dob"":""1970-04-19"",""country"":{""id"":214,""name"":""Spain""}}]",360,Rayo Vallecano,"[{""id"":220,""name"":""Francisco Jémez Martín"",""nickname"":""Paco Jémez"",""dob"":""1970-04-18"",""country"":{""id"":214,""name"":""Spain""}}]",4656,1008,false,false,Spain,2015/2016,1
2015/2016,Regular Season,Serie A,available,31,Juventus,224,"[{""id"":181,""name"":""Massimiliano Allegri"",""nickname"":null,""dob"":""1967-08-11"",""country"":{""id"":112,""name"":""Italy""}}]",290,Empoli,"[{""id"":605,""name"":""Marco Giampaolo"",""nickname"":null,""dob"":""1967-08-02"",""country"":{""id"":112,""name"":""Italy""}}]",391,257,false,false,Italy,2015/2016,1
2021/2022,Regular Season,Indian Super league,available,10,Odisha,7291,"[{""id"":3554,""name"":""Francisco Ramírez González"",""nickname"":""Kiko Ramírez"",""dob"":""1970-07-14"",""country"":{""id"":214,""name"":""Spain""}}]",7287,Mumbai City,"[{""id"":1000803,""name"":""Des Buckingham"",""nickname"":null,""dob"":""1985-02-07"",""country"":{""id"":68,""name"":""England""}}]",1000401,1004922,false,false,India,2021/2022,1
2014/2015,Regular Season,La Liga,available,22,Athletic Club,215,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",345,180,false,false,Spain,2014/2015,1
2015/2016,Regular Season,Serie A,available,10,AC Milan,243,"[{""id"":379,""name"":""Siniša Mihajlović"",""nickname"":null,""dob"":""1969-02-20"",""country"":{""id"":203,""name"":""Serbia""}}]",231,Chievo,"[{""id"":114,""name"":""Rolando Maran"",""nickname"":null,""dob"":""1963-07-14"",""country"":{""id"":112,""name"":""Italy""}}]",388,257,false,false,Italy,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,33,Saint-Étienne,135,,133,Troyes,,4810,,false,false,France,2015/2016,1
2015/2016,Regular Season,1. Bundesliga,available,12,FSV Mainz 05,177,"[{""id"":186,""name"":""Martin Schmidt"",""nickname"":null,""dob"":""1967-04-12"",""country"":{""id"":221,""name"":""Switzerland""}}]",179,Wolfsburg,"[{""id"":411,""name"":""Dieter Hecking"",""nickname"":null,""dob"":""1964-09-12"",""country"":{""id"":85,""name"":""Germany""}}]",374,225,false,false,Germany,2015/2016,1
2023,Quarter-finals,African Cup of Nations,available,5,Mali,4930,"[{""id"":1000157,""name"":""Éric Chelle"",""nickname"":null,""dob"":""1977-11-11"",""country"":{""id"":140,""name"":""Mali""}}]",3374,Côte d'Ivoire,"[{""id"":1868,""name"":""Emerse Faé"",""nickname"":null,""dob"":""1984-01-24"",""country"":{""id"":55,""name"":""Côte d'Ivoire""}}]",1001316,2618,false,true,Africa,2023,1
2019/2020,Regular Season,FA Women's Super League,available,7,Everton LFC,967,"[{""id"":639,""name"":""Willie Kirk"",""nickname"":null,""dob"":""1978-06-07"",""country"":{""id"":201,""name"":""Scotland""}}]",749,Tottenham Hotspur Women,"[{""id"":791,""name"":""Karen Hills"",""nickname"":null,""dob"":""1975-05-05"",""country"":{""id"":68,""name"":""England""}}]",111,1689,false,false,England,2019/2020,1
2015/2016,Regular Season,Serie A,available,16,Palermo,2256,"[{""id"":625,""name"":""Davide Ballardini"",""nickname"":null,""dob"":""1964-01-06"",""country"":{""id"":112,""name"":""Italy""}}]",291,Frosinone,"[{""id"":3282,""name"":""Roberto Stellone"",""nickname"":null,""dob"":""1977-07-22"",""country"":{""id"":112,""name"":""Italy""}}]",4983,262,false,false,Italy,2015/2016,1
2015/2016,Regular Season,Premier League,available,28,Stoke City,30,"[{""id"":55,""name"":""Mark Hughes"",""nickname"":null,""dob"":""1963-11-01"",""country"":{""id"":249,""name"":""Wales""}}]",37,Newcastle United,"[{""id"":40,""name"":""Steve McClaren"",""nickname"":null,""dob"":""1961-05-03"",""country"":{""id"":68,""name"":""England""}}]",29,7,false,false,England,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,29,Marseille,147,"[{""id"":505,""name"":""José Miguel González Martín del Campo"",""nickname"":""Míchel"",""dob"":""1963-03-23"",""country"":{""id"":214,""name"":""Spain""}}]",130,Toulouse,"[{""id"":433,""name"":""Pascal Dupraz"",""nickname"":null,""dob"":""1962-09-19"",""country"":{""id"":78,""name"":""France""}}]",656,92,false,false,France,2015/2016,1
2023,Group Stage,African Cup of Nations,available,3,South Africa,4976,"[{""id"":1801,""name"":""Hugo Henri Broos"",""nickname"":null,""dob"":""1952-04-10"",""country"":{""id"":22,""name"":""Belgium""}}]",777,Tunisia,"[{""id"":1001303,""name"":""Jalel Kadri"",""nickname"":null,""dob"":null,""country"":{""id"":232,""name"":""Tunisia""}}]",1001609,1003564,false,true,Africa,2023,1
2015/2016,Regular Season,La Liga,available,3,Málaga,223,"[{""id"":188,""name"":""Javier Gracia Carlos"",""nickname"":""Javi Gracia"",""dob"":""1970-05-01"",""country"":{""id"":214,""name"":""Spain""}}]",322,Eibar,"[{""id"":221,""name"":""José Luis Mendilibar Etxebarria"",""nickname"":""José Luis Mendilibar"",""dob"":""1961-03-14"",""country"":{""id"":214,""name"":""Spain""}}]",346,221,false,false,Spain,2015/2016,1
2018,Group Stage,FIFA World Cup,available,1,Peru,784,"[{""id"":629,""name"":""Ricardo Alberto Gareca Nardi"",""nickname"":""Ricardo Gareca"",""dob"":""1958-02-10"",""country"":{""id"":11,""name"":""Argentina""}}]",776,Denmark,"[{""id"":641,""name"":""Åge Fridtjof Hareide"",""nickname"":""Åge Hareide"",""dob"":""1953-09-23"",""country"":{""id"":171,""name"":""Norway""}}]",4259,736,false,true,International,2018,1
2015/2016,Regular Season,La Liga,available,17,Levante UD,221,"[{""id"":677,""name"":""Joan Francesc Ferrer Sicilia"",""nickname"":""Rubí"",""dob"":""1970-02-05"",""country"":{""id"":214,""name"":""Spain""}}]",223,Málaga,"[{""id"":188,""name"":""Javier Gracia Carlos"",""nickname"":""Javi Gracia"",""dob"":""1970-05-01"",""country"":{""id"":214,""name"":""Spain""}}]",350,183,false,false,Spain,2015/2016,1
2018,Group Stage,FIFA World Cup,available,3,Switzerland,773,"[{""id"":492,""name"":""Vladimir Petković"",""nickname"":null,""dob"":""1963-08-15"",""country"":{""id"":28,""name"":""Bosnia and Herzegovina""}}]",795,Costa Rica,"[{""id"":646,""name"":""Óscar Antonio Ramírez Hernández"",""nickname"":""Óscar Ramírez"",""dob"":""1964-12-08"",""country"":{""id"":54,""name"":""Costa Rica""}}]",4263,76,false,true,International,2018,1
2015/2016,Regular Season,La Liga,available,33,Atlético Madrid,212,"[{""id"":230,""name"":""Diego Pablo Simeone"",""nickname"":""Diego Simeone"",""dob"":""1970-04-28"",""country"":{""id"":11,""name"":""Argentina""}}]",1049,Granada,"[{""id"":226,""name"":""José Manuel González López"",""nickname"":""José González"",""dob"":""1966-10-14"",""country"":{""id"":214,""name"":""Spain""}}]",625,2419,false,false,Spain,2015/2016,1
2015/2016,Regular Season,La Liga,available,33,Sevilla,213,"[{""id"":21,""name"":""Unai Emery Etxegoien"",""nickname"":""Unai Emery"",""dob"":""1971-11-03"",""country"":{""id"":214,""name"":""Spain""}}]",219,RC Deportivo La Coruña,"[{""id"":3157,""name"":""Víctor Sánchez del Amo"",""nickname"":""Víctor Sánchez"",""dob"":""1976-02-23"",""country"":{""id"":214,""name"":""Spain""}}]",349,2575,false,false,Spain,2015/2016,1
2018,Group Stage,FIFA World Cup,available,1,Sweden,790,"[{""id"":549,""name"":""Jan Olof Andersson"",""nickname"":null,""dob"":""1962-09-29"",""country"":{""id"":220,""name"":""Sweden""}}]",791,South Korea,"[{""id"":631,""name"":""Tae-Yong Shin"",""nickname"":""Shin Tae-Yong"",""dob"":""1970-10-11"",""country"":{""id"":121,""name"":""Korea (South)""}}]",4263,742,false,true,International,2018,1
2015/2016,Regular Season,Premier League,available,5,West Bromwich Albion,27,"[{""id"":300,""name"":""Tony Pulis"",""nickname"":null,""dob"":""1958-01-16"",""country"":{""id"":249,""name"":""Wales""}}]",25,Southampton,"[{""id"":676,""name"":""Ronald Koeman"",""nickname"":null,""dob"":""1963-03-21"",""country"":{""id"":160,""name"":""Netherlands""}}]",33,16,false,false,England,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,15,Paris Saint-Germain,131,"[{""id"":3802,""name"":""Laurent Blanc"",""nickname"":null,""dob"":""1965-11-19"",""country"":{""id"":78,""name"":""France""}}]",133,Troyes,"[{""id"":213,""name"":""Jean-Marc Furlan"",""nickname"":null,""dob"":""1957-11-20"",""country"":{""id"":78,""name"":""France""}}]",154,130,false,false,France,2015/2016,1
2023,Group Stage,Women's World Cup,available,2,Spain Women's,863,"[{""id"":418,""name"":""Jorge Vilda"",""nickname"":null,""dob"":""1981-07-07"",""country"":{""id"":214,""name"":""Spain""}}]",6045,Zambia Women's,"[{""id"":1000425,""name"":""Bruce Mwape"",""nickname"":null,""dob"":null,""country"":{""id"":253,""name"":""Zambia""}}]",28892,1006261,false,true,International,2023,1
2015/2016,Regular Season,La Liga,available,17,Getafe,216,"[{""id"":509,""name"":""Francisco Escriba Segura"",""nickname"":""Fran Escribá"",""dob"":""1965-05-03"",""country"":{""id"":214,""name"":""Spain""}}]",219,RC Deportivo La Coruña,"[{""id"":3157,""name"":""Víctor Sánchez del Amo"",""nickname"":""Víctor Sánchez"",""dob"":""1976-02-23"",""country"":{""id"":214,""name"":""Spain""}}]",354,221,false,false,Spain,2015/2016,1
2015/2016,Regular Season,Serie A,available,10,Sampdoria,234,"[{""id"":273,""name"":""Walter Zenga"",""nickname"":null,""dob"":""1960-04-28"",""country"":{""id"":112,""name"":""Italy""}}]",290,Empoli,"[{""id"":605,""name"":""Marco Giampaolo"",""nickname"":null,""dob"":""1967-08-02"",""country"":{""id"":112,""name"":""Italy""}}]",387,1008249,false,false,Italy,2015/2016,1
2023,Group Stage,African Cup of Nations,available,3,Gambia,4934,"[{""id"":1000972,""name"":""Tom Saintfiet"",""nickname"":null,""dob"":""1973-03-29"",""country"":{""id"":22,""name"":""Belgium""}}]",2722,Cameroon,"[{""id"":1001250,""name"":""Rigobert Song Bahanag"",""nickname"":null,""dob"":""1976-07-01"",""country"":{""id"":39,""name"":""Cameroon""}}]",1001316,1000963,false,true,Africa,2023,1
2015/2016,Regular Season,La Liga,available,38,RC Deportivo La Coruña,219,"[{""id"":3157,""name"":""Víctor Sánchez del Amo"",""nickname"":""Víctor Sánchez"",""dob"":""1976-02-23"",""country"":{""id"":214,""name"":""Spain""}}]",220,Real Madrid,"[{""id"":56,""name"":""Zinédine Zidane"",""nickname"":null,""dob"":""1972-06-23"",""country"":{""id"":78,""name"":""France""}}]",4658,180,false,false,Spain,2015/2016,1
2018/2019,Regular Season,FA Women's Super League,available,2,Yeovil Town LFC,970,"[{""id"":147,""name"":""Lee Burch"",""nickname"":null,""dob"":""1984-06-21"",""country"":{""id"":68,""name"":""England""}}]",968,Arsenal WFC,"[{""id"":31,""name"":""Joseph Montemurro"",""nickname"":null,""dob"":""1969-09-13"",""country"":{""id"":14,""name"":""Australia""}}]",4847,896,false,false,England,2018/2019,1
2020/2021,Regular Season,FA Women's Super League,available,8,Chelsea FCW,971,"[{""id"":152,""name"":""Emma Hayes"",""nickname"":null,""dob"":""1976-10-18"",""country"":{""id"":68,""name"":""England""}}]",972,West Ham United LFC,"[{""id"":5573,""name"":""Billy Stewart"",""nickname"":null,""dob"":""1965-01-01"",""country"":{""id"":68,""name"":""England""}}]",132,566,false,false,England,2020/2021,1
2018/2019,Regular Season,FA Women's Super League,available,6,Yeovil Town LFC,970,"[{""id"":147,""name"":""Lee Burch"",""nickname"":null,""dob"":""1984-06-21"",""country"":{""id"":68,""name"":""England""}}]",973,Bristol City WFC,"[{""id"":143,""name"":""Tanya Oxtoby"",""nickname"":null,""dob"":""1982-06-15"",""country"":{""id"":14,""name"":""Australia""}}]",4847,896,false,false,England,2018/2019,1
2015/2016,Regular Season,Ligue 1,available,18,Angers,145,"[{""id"":301,""name"":""Stéphane Moulin"",""nickname"":null,""dob"":""1967-08-04"",""country"":{""id"":78,""name"":""France""}}]",146,Bordeaux,"[{""id"":752,""name"":""Willy Sagnol"",""nickname"":null,""dob"":""1977-03-18"",""country"":{""id"":78,""name"":""France""}}]",153,92,false,false,France,2015/2016,1
2015/2016,Regular Season,Serie A,available,15,Lazio,236,"[{""id"":436,""name"":""Stefano Pioli"",""nickname"":null,""dob"":""1965-10-20"",""country"":{""id"":112,""name"":""Italy""}}]",224,Juventus,"[{""id"":181,""name"":""Massimiliano Allegri"",""nickname"":null,""dob"":""1967-08-11"",""country"":{""id"":112,""name"":""Italy""}}]",381,258,false,false,Italy,2015/2016,1
